Customer_ID,Customer_Name,Customer_Email,Signup_Date,Loyalty_Tier
e1a5180d-877b-47d6-be88-edc4dd5ef7c3,Brady Green,timothyflores@cantrell.com,2023-11-08,Silver
9d496c07-50e1-4f36-838b-b3fc5e4d18cb,Sara Sanchez,robert16@gmail.com,2023-11-08,Silver
1b2439c7-7637-4f8d-8dc5-c7c3517bbba7,Paula Harrell,sandraspencer@simpson.com,2023-01-21,Silver
6f29070b-72b6-49bd-9cef-a8eec91cfd7d,Andrea Mcneil,peterwhite@hotmail.com,2022-08-08,Silver
f63277e7-eae9-47ae-9fc9-05f0d648c78f,Hunter Hudson,phelpsdonald@hotmail.com,2023-01-06,Silver
710acb8e-ee14-427d-b8b6-9bf8e9134855,Keith Crawford,joseph06@long.org,2022-09-25,Silver
cf6132e5-1d5e-4bdf-a983-2dae9e666543,Bethany Hood,christycohen@yahoo.com,2024-01-06,Gold
ef616185-f04b-40b0-99f5-ae3717c4271c,Jose Nelson,sharonburke@molina.com,2023-11-07,Silver
86feac28-3d35-4511-b960-1aefa4d9603d,Whitney King,vjimenez@hotmail.com,2023-11-09,Gold
49e4d1a6-8cb5-442c-bf10-1d414ba7b739,Timothy Mason,codyphillips@tucker.com,2023-04-23,Silver
65b95e97-5b9a-47fc-9647-95ab5a2ea4e1,Deanna Nguyen,kcochran@thomas.com,2024-04-11,Gold
7f40d41a-691f-4988-83b8-8b0adc4d3ef2,Kimberly Alvarado,shall@hotmail.com,2023-03-22,Silver
ba880e9b-603f-4df8-9cd8-98bd263f0b00,Brady Kirby,bergkyle@phillips.com,2024-01-25,Platinum
c49fd6e9-d163-4bd8-8768-928741a9d3cc,Stephen Butler,lisabrown@stone.com,2023-03-26,Silver
8bbc07f2-0f67-4ed0-b0e7-6640aae0dd8f,Alvin Keller,markingram@gmail.com,2023-08-17,Platinum
2d52100c-d938-4caa-8cbd-c5a01ed908bb,Lauren Adams,lindsay50@yahoo.com,2023-01-25,Gold
5e1f77e6-53d2-4ac8-b4c8-159bb5b6b66f,Victoria Smith,rodneyjones@olson.net,2023-07-22,Silver
8dbf80e9-af95-4789-8173-45192a7b2395,David Clark,brittany41@yahoo.com,2024-01-08,Platinum
d44959fa-4dc2-4e30-9ca5-54615482914c,Phillip Gonzalez,robert26@yahoo.com,2023-07-30,Silver
3e1d4316-5ded-4c9f-b1ea-e26500eec7e8,Kevin Smith,nmiller@mathews.com,2023-05-23,Gold
fb421730-7063-4605-865b-b2d377f1470f,Thomas Saunders,priscillacarrillo@moreno-snyder.com,2023-09-08,Gold
bb89552b-a2d3-4a4e-a724-1b7b9ec175d9,Miss Krista Ryan,umeadows@hotmail.com,2022-12-21,Silver
61e6c022-e8ce-4001-a8b0-fae3ad1a3145,Christine Johnson,browncharles@yahoo.com,2024-04-04,Silver
7a5a2be2-ff9f-486d-8638-556922f35d5f,Kayla Wolf,dixontimothy@melton.org,2023-02-28,Silver
19b55c29-21b4-4ca0-90b4-d57f3acb9d4c,Michael Murphy,briannamann@jones.com,2023-06-01,Gold
cf7eef6d-0c3a-4aee-9e69-432f9453ce11,Nancy Mcdaniel,brian08@yahoo.com,2023-01-06,Gold
9a7c002d-1109-4c0e-8005-ec7b1216fa16,Kenneth Ware,faithhicks@dudley.net,2023-10-31,Gold
8ee5bce7-ac7e-404b-abe8-e199dfd0186d,Kenneth Montgomery,cwilliams@hotmail.com,2023-08-07,Silver
8af702b1-55ec-4df8-8b81-72dc87bb93a9,Melody Smith,robersonamanda@flores-cruz.info,2022-05-17,Gold
4cbe73fa-5f9a-4dd0-9bb0-32bcdc5876db,Martin Smith,xpowell@yahoo.com,2022-06-29,Platinum
65773af7-0c06-4d9c-af13-4652148c9662,Heather Hooper,berryanthony@gmail.com,2023-11-21,Silver
14e595b1-24a6-4aad-a32d-c9c23beb2239,Joseph Hamilton,kennedytanya@hotmail.com,2023-08-01,Silver
371f9fad-eb50-4f3d-ba62-3ec91b2c5eeb,Timothy Kirby,mackbrian@green.com,2024-03-12,Silver
fbbf1b46-84a5-41ff-b986-69689df5242c,Theresa Blackburn,jamesjohns@sharp.com,2023-07-10,Gold
79b6ed11-4690-4590-abff-bb7bf7d4e839,John Wood,bryantjeffrey@beck.biz,2022-09-21,Silver
64a7d2ac-cbe7-4bcb-8bb6-b785bcbdf401,Michael Gonzales,daviddouglas@robbins.com,2023-08-22,Gold
6d45eeac-608e-4855-a5b6-3b83aa93f5e1,Jenna Thompson,gregory70@roberts.com,2023-07-01,Platinum
813acae1-6793-41fd-9f59-71dbac1db5fe,Kevin Conway,ramirezdean@gmail.com,2023-05-12,Silver
a739a9ba-1c91-4ff8-a93e-e96d02c8514b,Jasmin Brown,jeremy02@vasquez-snyder.com,2024-03-07,Silver
6c87ca11-5739-497b-b182-7b60e5406e85,William Griffith,kwebb@gmail.com,2023-04-27,Silver
d8b8a74f-0eb3-4eb3-86ac-2ac91dc4769c,Michael Olsen,cespinoza@yahoo.com,2023-11-08,Silver
8cc44bff-1c01-4d8f-818f-b4fc8c1e419a,Michael Sanchez,wobrien@dillon.com,2022-10-08,Silver
6974c2ea-38fc-4e05-858a-a6a5f0647a85,Laura Brennan,ubrewer@gmail.com,2022-05-24,Gold
e18351f3-1e9f-470b-9379-c98656bf147a,Steve Merritt,mcclainmisty@hotmail.com,2023-12-17,Silver
e9013214-a06c-44e5-a6d9-e0c45e8091eb,Casey Barton,qrogers@lane.com,2023-06-01,Platinum
5e501f9e-a459-44bf-96c7-9e57496214cd,Jerry Garcia,bdaniels@hotmail.com,2023-08-10,Silver
bdb85835-609c-4163-bbe6-35d743201d22,Robert Walters,rgray@hotmail.com,2024-04-28,Silver
6469baf7-77d7-4549-b5df-c98feec3e3ff,Angela Jackson,april01@rice-brooks.com,2023-07-02,Gold
eea61fc5-a395-4806-b455-cb2a6c4023b3,Lee Green,gina32@morgan-atkinson.com,2023-10-22,Silver
0247fc4f-8ea9-40f3-8326-1e123ba587bd,Michelle Moore,kimberly86@parrish.info,2023-01-14,Silver
39b3c10a-5aa7-4a24-8ac7-13f04c188bd3,Sean Rodriguez,gsanchez@yahoo.com,2022-06-16,Gold
10d9a5ee-1d43-4cb6-a6b3-5d6832cd6964,Jennifer Harper,austinhoward@mullins.com,2023-02-11,Gold
1927554a-6fe2-45fa-b0b7-0c9892729eeb,Brandon Miller,andrew62@hayes.com,2023-10-03,Silver
aa77c5ab-714f-4c87-b20e-8ea4371e7e46,Melissa Greer,aaronparker@gmail.com,2024-01-14,Silver
64955059-bec5-4827-9ba2-530ff466663d,Douglas Tate,webertimothy@hill-schultz.com,2023-10-30,Platinum
6f9e045a-5e02-4261-91c3-517c7205b627,Kyle Sloan,deborahlee@delgado-lee.com,2023-08-06,Silver
e45799fc-2184-42f0-a9d2-514b5ed0c115,Sheila Wolfe,adam65@yang-torres.com,2022-11-09,Silver
0a7f20ef-37d0-449d-a5f1-14ee2285b622,Yolanda Rose,jacobphillips@hotmail.com,2022-10-12,Gold
2d4def77-a61c-41b1-a0b2-5e03bfc46ea6,Matthew King,markayala@yahoo.com,2023-09-14,Silver
9c0482a5-593b-4135-b6ad-35355110a734,Catherine Alexander,gberry@johnson.biz,2023-09-30,Silver
e98f89b7-a9d2-490c-90db-31a9fb48f824,Hannah Mejia,lloydcameron@james.com,2023-12-03,Silver
37d62248-d10c-4cdb-98af-e185325694aa,Diane Powell,bford@barnes-haynes.biz,2024-02-09,Gold
893514a0-66a3-42d7-98a9-d95bc0e22284,Deborah Larson,melanieharrison@gmail.com,2022-08-07,Gold
832ced02-3ddc-4795-9086-af1c206f87b4,Michele Cain,abigail12@yahoo.com,2022-12-07,Silver
44a32618-c7cf-49d3-a2d2-626ea96b20d4,Danielle Williamson,robert96@hotmail.com,2022-09-18,Silver
8bd84411-2d3e-42d7-bf7d-bf475416d8c9,Karla Miller,ronaldbaker@allen.info,2023-11-04,Gold
f0ac9442-b508-4b51-bcfc-e03c2f7734b6,Austin Johnson,lwebb@preston.org,2022-07-23,Silver
e1a9c456-f95e-4df4-b11a-f0886558dc19,Richard Lang,teresa31@yahoo.com,2023-05-13,Silver
a845fd04-607a-4787-b3e7-cc437d110f4f,Thomas Murray,swatkins@park.com,2023-08-31,Silver
b3670f6f-549d-4591-9665-f62eab7aae1b,Mark Lopez,james84@oneal-lewis.com,2023-09-25,Silver
7b451724-58f9-4e90-8393-99279077e3ab,Catherine Espinoza,virginiamitchell@gmail.com,2023-07-03,Silver
7516a7b9-7436-484a-91df-d9eb4ff921cb,Caleb Cross,anne81@gmail.com,2023-11-06,Silver
9543a04a-b54a-4f02-8445-b30c98ec38b5,Gary Smith,bpadilla@yahoo.com,2022-12-26,Silver
b2cd8135-3ff7-4787-a825-97b743e0b35d,Anthony Smith,amy90@yahoo.com,2022-05-29,Gold
dbfb4637-fe02-4616-8cd5-0456ec9fbcc2,Leonard Martinez,jonesrobert@hughes-jacobs.com,2023-10-29,Silver
343587da-874a-4139-b10b-f6e7ad7bf831,Amanda Nichols,jenniferlopez@wallace.net,2022-05-18,Gold
5d479cdf-2196-4281-a759-8366c05099d2,Mary Higgins,flogan@yahoo.com,2024-03-17,Silver
5b092a9c-2361-42bc-99ff-5fbb3b2ef288,Rachel Martinez,gbrown@white-cain.com,2023-01-07,Silver
afe80807-8887-4819-aef4-2541511228a8,Amanda Martinez,jamie21@watts-lam.com,2023-10-13,Silver
ad972f38-396e-4237-ad06-b9f76f99cc4d,Ashley Anderson,riveraalexa@nixon-hunt.net,2022-05-25,Silver
3f205622-7dba-435c-bf31-6116b36e888c,Michael Guerrero,nrodriguez@carter.info,2023-05-12,Gold
3de7e435-7b2d-4f5f-8b8c-33762908dbdb,Robert Shields,alan88@yahoo.com,2024-04-07,Gold
99c3738a-b385-4fd5-ad7e-23e013be7dc6,Thomas Ramirez,samanthabrewer@tapia.com,2022-08-05,Silver
ef1c3be5-8117-4350-a8d2-29c0a7c7fa53,Kim Smith,qchen@hotmail.com,2023-03-16,Gold
501ce450-05f4-4454-881c-30ee5be874be,Rhonda Miller,debbie11@jackson-green.org,2022-05-30,Silver
29dd5fdc-324e-4b98-8547-39bf626ce3a2,Jacqueline Guerrero,johnsonbob@rhodes.net,2024-05-03,Gold
a6c536d8-8704-4c80-88bf-9dd12c980e60,Kelly Sanders,amandamitchell@yahoo.com,2022-09-03,Gold
22cc2fee-e105-4522-8fde-0acbb840092d,Scott Mcgrath,jmiller@gmail.com,2022-09-09,Silver
42356d80-0ebf-46e7-8394-8e1fba9eebf1,Adam Olson,huntedward@hotmail.com,2023-09-13,Silver
2ad69086-fb38-4ab5-a7d7-68781a9d3e59,Stacey Johnson DVM,janice07@gmail.com,2023-04-21,Gold
7771c95b-b931-4ee0-b089-0bab6bf123f4,Rebecca Wagner,dakota40@yahoo.com,2023-07-04,Silver
6898dadd-503e-4657-afe7-02c435cad133,Steven Barnes,waterstonya@hotmail.com,2023-05-14,Platinum
cf4bf856-77ba-4bad-8526-0304d0797ae1,Tina Dawson,ksims@barnett.com,2022-06-24,Gold
6624f40f-0a24-45eb-a143-b380058f8e17,Shannon Rivera,vwalton@henry.com,2024-02-06,Gold
5deccc91-2c84-40dd-8624-bf9d05eb6a26,Matthew Francis,robertskathleen@allen-garcia.com,2024-03-23,Silver
e2b9f4bb-38e7-42bc-8641-aa989d54241f,Julie Andersen,bettywashington@wilson-soto.org,2024-01-29,Silver
8c2768ad-d7ef-4d07-8f23-99ba8ffff56c,David Bowers,elizabethvaughn@hotmail.com,2023-03-11,Silver
49203335-e85d-4d03-8733-192bb4dfae25,Ryan Blevins,crystalowens@foster.com,2023-04-07,Silver
1aeea45a-ed32-40fd-9d96-038bdf198746,Richard Davis,meganramos@foster.com,2023-12-25,Silver
201820e2-bf6c-48b5-85ea-5b1b9e7c1c90,Natalie Logan,robersonemily@rodriguez.com,2024-01-05,Platinum
088457b2-247e-48f3-bb5a-b90d0f28c772,Kelly White,wjohnson@leon.net,2022-11-01,Silver
7eedb968-b7a4-4307-b47a-00e619db897b,Angela Aguilar,gamblecrystal@yahoo.com,2024-03-12,Gold
a2cb0d08-bac5-48ea-aa6d-7d7073c91952,Manuel Jones,christy61@smith.com,2023-02-14,Gold
d77b6631-7caa-4ce3-af34-e10dafa44bdc,Jonathan Thomas,annarichardson@hotmail.com,2022-11-02,Gold
1adba45c-7f88-459c-a8f2-82f1d6820866,Ronald Ruiz,ykeller@hotmail.com,2023-04-05,Silver
94848321-d869-48cb-87b6-d42a16d15b4e,Samuel Harper,tina53@davis.com,2024-01-26,Silver
0ac25e85-e3f9-41f3-b4a8-b5224693c1e2,Douglas Anderson,wumichael@gmail.com,2024-03-04,Silver
4bdb8abd-308e-40ee-9d61-2a3144ea5ede,Leonard Smith,frobles@hotmail.com,2023-12-29,Platinum
09d10ad9-f769-4541-9ea0-711f6b20841b,William Gray,ramirezjordan@lewis.info,2022-11-03,Gold
bae0e3d4-db91-4ba6-95dc-3183290b3bc4,Rebecca Gonzalez,sarahmahoney@yahoo.com,2023-03-04,Silver
27bc59b8-e38e-4527-932f-a2b33d473798,Loretta Chaney,angela84@white.com,2023-02-07,Silver
d3a5247a-0357-46be-91b2-9a3c115f77ed,Kelly Huff,lucasescobar@yahoo.com,2022-06-14,Silver
f2bf8042-6d03-4cfc-a5c8-afa9a9d20a88,Mary Bullock,alexandriabush@hotmail.com,2023-04-02,Silver
65e65549-2127-4e57-9232-79a27af572ad,Juan Nolan,juanguerrero@aguilar-good.com,2024-01-15,Gold
686d5a33-17da-4f68-9557-dda943c1b7a1,Dawn Mejia,smithmichelle@gmail.com,2022-07-05,Gold
7ba9ea10-a16c-4ca3-97b4-7df1f61db924,Justin Bennett,davisjoshua@walls.biz,2022-08-27,Gold
a90b5460-4bb6-4b0e-b2f9-38e4f435c238,Michael Carlson,frank64@yahoo.com,2023-05-28,Gold
04f1303a-f3a0-4ba9-989c-a81954a0aef1,Paul Morton,tracieharmon@hotmail.com,2023-02-16,Silver
27749703-3355-4405-af1a-bc0c5e238239,Frederick Smith,hollandkayla@gmail.com,2022-11-17,Silver
822ce165-f3ab-42dd-99d5-755edcb2133b,Miss Beverly Wise,kellybarrera@gmail.com,2022-05-13,Gold
57326220-98a9-4f5a-8138-083abeead2c8,Adam Webb,ffarrell@baldwin.net,2023-05-25,Gold
e13d500f-01df-4472-a54a-be1a44b2309d,Sara Alvarado,jasonlee@diaz.com,2024-04-11,Silver
9d0d6b69-20af-464b-927e-fdf488fb0744,Marcus Trevino,eric23@chase.biz,2024-03-20,Silver
f1c5f223-0208-41d6-a265-44af06562297,Leonard Wang,joycemichael@gmail.com,2024-01-23,Silver
38a20f30-689a-471b-94f8-f9ba9f8ff3fb,Gary Park,johnlong@hotmail.com,2023-01-15,Gold
5c10dce5-dc85-4fd1-8003-bbc8866594f9,Donald Brown,joannmeyer@hotmail.com,2022-12-30,Silver
15bc8837-c4d9-41f7-9154-a6a03e341829,Paul Flowers,brian28@gmail.com,2022-08-07,Gold
1c8c6368-a69a-4392-85db-10d7b4f535af,Karen Rodriguez,brittany13@yahoo.com,2024-02-17,Silver
c33a27c1-8744-4e70-b1b7-bf3262e0ce1e,Brent Mcgee,todd13@turner.com,2023-01-01,Gold
b573149b-4409-409f-900c-98dac39446cb,Dylan Moreno,fred19@yahoo.com,2023-06-16,Silver
0a2c9192-1db3-4322-b927-ae00eaaf28ef,Mark Lawrence,welchpaul@erickson.biz,2022-08-01,Silver
5867adf1-c169-4161-a008-e84757efba10,Michelle Ramirez,kgray@hotmail.com,2022-05-25,Silver
40fe033e-64b1-4b8d-a5cb-cf59eaab4ed4,James Pennington,helencooper@yahoo.com,2023-05-20,Silver
53403f2d-fb6a-49cf-b247-cb426e81626f,Rhonda Hebert,snowjared@dixon.com,2023-03-08,Gold
3c75e5af-54fc-474c-941c-641de590a3fa,Laurie Woods,jordanmike@smith.biz,2022-10-27,Gold
603ff059-6235-4d51-9488-04f264ce7c2f,Kayla Barnett,turnerluis@hotmail.com,2022-10-28,Silver
6772f6ac-240d-40aa-b0d8-73674de6dc4d,Nathaniel Diaz,wlopez@flores.biz,2022-06-09,Silver
3f05b3d6-eb3c-49a8-845e-b1b58953258d,Ricardo Smith,christopherolson@kelly.biz,2023-09-29,Silver
f7b05138-b981-43ec-b2c7-3981fc5b1d27,Joyce Gonzalez,swansonjason@yahoo.com,2022-08-10,Gold
b6808826-76e7-4e5c-b0c2-3f6fc090671e,Lucas Morales,yfisher@wells-williams.com,2022-05-27,Silver
8f0f5944-5a86-43a1-83ee-8c9765d1c860,Kathleen Cook,benjaminblackburn@hotmail.com,2023-12-02,Gold
42f3ba9a-9b3e-4248-b14a-6b75b4f7f02b,Juan Mills,elizabethmoran@gmail.com,2022-11-28,Silver
ffa6d018-862a-4a3e-bab1-1fb458b14c62,Brenda Webb,dunnbryan@hill.com,2022-05-16,Silver
79eda41e-f09e-49eb-bc8b-695e45254f9f,Chelsea Edwards,livingstonelizabeth@gmail.com,2023-01-21,Silver
7736c663-82e3-4a38-a887-757aa6713f8b,Natalie Stanley,dianacook@hotmail.com,2022-11-24,Silver
4e28bdbb-5c13-4a3f-abcd-8ba89c318019,Jack Hernandez,hughesanthony@miller-moore.com,2022-07-09,Silver
c197b841-f2a3-4296-bd0d-84905d72ba26,Ryan Burgess,martha31@hotmail.com,2022-09-15,Silver
8432f3c2-45ae-4a4b-b265-5834b8d54b4c,Tina Frost,sbennett@hotmail.com,2023-01-11,Silver
90e3a6a7-7451-4c3c-840e-8bc605cc5829,Jessica Stephens,mccarthykelly@snyder-ortega.com,2023-12-20,Gold
1629ccb2-f9b4-49e1-8467-ea6a5cd15bec,Vincent Gregory,angela58@gmail.com,2023-12-22,Silver
611cb642-6215-451d-8499-83b4e89bbdbc,Jay Brown,pjohns@gmail.com,2023-12-08,Silver
85a7f1df-d87e-4728-b7fb-d4f92e6d20b4,Sarah Lucas,robert58@ray-arnold.info,2022-07-14,Gold
4bc27cba-61e3-4fc7-a43c-e667602be19e,Scott Martinez,montgomerysteve@rodriguez-roberts.com,2024-01-08,Platinum
703011a1-f393-4c28-b44b-3f204e3b6c18,Jennifer Sloan,donna56@morris.com,2023-07-20,Silver
fe98679d-b40c-434a-a3ec-21fc8eeabad7,Karl Thompson,pfoster@lowe-peterson.com,2023-09-07,Gold
a1565610-35ad-4cee-bf79-62dcf7338c2a,Lisa Rush,allenmary@yahoo.com,2024-03-15,Gold
59080156-93cb-4524-91c6-955242d72267,Timothy Rogers,maryburns@rodriguez.biz,2023-12-10,Platinum
13e00049-51b0-445c-ac7d-2ef4f77a1e0a,Nicholas Lane,peterburke@hotmail.com,2022-06-20,Silver
5ea6ec5d-66a3-4435-9d2f-b8a589dce956,Lauren Young,donald55@brown.com,2024-02-05,Platinum
8ba51e92-76e2-436b-a412-e9d7009dd566,Adam Yang,deanna68@smith-cox.com,2022-12-04,Silver
841054c3-b2a0-42b2-acc1-8b736207be89,Julia Baldwin,rebeccaglover@hotmail.com,2023-03-11,Silver
070e4ad4-3140-4115-ab84-20630924a52e,Sheri Garcia,jamesnicholson@hutchinson-barton.com,2022-08-17,Silver
b1c72148-c621-4a56-b3db-212a7219e66f,Regina Jones,alexis44@yahoo.com,2023-10-30,Silver
8e5b7d7e-cbe2-43ea-b2a9-a63fa13064e1,Nathan Taylor,jacobblair@rios-moore.info,2023-01-10,Gold
03f8ed8c-6c6b-405a-9784-0c4b3523d2f3,Karen Esparza,wagneramber@parks.com,2023-02-18,Silver
46fc618c-29e1-43b3-acb4-7d3f31096af7,Jose Ramos,thompsonantonio@hotmail.com,2022-08-05,Silver
3b4beaab-6300-4a10-85a8-c025768c0883,Casey Costa,victoriadean@george-orozco.info,2023-05-18,Silver
d0a1c715-1ac1-46cb-b9d8-e39505e883f0,David Ferguson,skinnertimothy@jones.info,2024-04-15,Silver
d7d84810-ff6a-465c-9e9d-a6f7bb94bfb0,Christina Brown,michelle84@smith-perez.info,2023-04-08,Silver
81e85a31-8cae-48e8-8a87-0794d9419c65,Mary Clayton,vwalker@gmail.com,2023-12-16,Silver
002994d4-76b2-431b-b5a1-68fb9f582ecd,Steven Rodriguez,adkinsanna@ayala.com,2023-12-12,Silver
f4bb61c5-c24a-4916-aa55-9c79d1583e2d,Jacqueline Bell,claudiahancock@lynch.biz,2023-04-09,Silver
6545c768-ffb9-462d-960a-63648bf27ef4,Raven Townsend,tyler86@gmail.com,2023-09-29,Silver
f140dcbf-2a9a-418e-bbf0-a560f4c1c288,James Porter,benjamincosta@klein-hernandez.com,2023-11-18,Gold
99175194-0468-4b21-bafb-775fa0de5fad,Jennifer Mosley,haroldstewart@davis.net,2023-06-20,Silver
783c8ba1-82d3-492b-971f-94ac01972029,Reginald Campbell,samantha22@hotmail.com,2023-12-14,Silver
